"","text","retweet_count","favorited","truncated","id_str","in_reply_to_screen_name","source","retweeted","created_at","in_reply_to_status_id_str","in_reply_to_user_id_str","lang","listed_count","verified","location","user_id_str","description","geo_enabled","user_created_at","statuses_count","followers_count","favourites_count","protected","user_url","name","time_zone","user_lang","utc_offset","friends_count","screen_name","country_code","country","place_type","full_name","place_name","place_id","place_lat","place_lon","lat","lon","expanded_url","url"
"7911","RT @RealTT2020: Everyone is soooo excited about @realErinCruz!  <e2><98><9d><ed><a0><bc><ed><bf><bb>DID YOU KNOW  #YouCanSeeHer speaking at the  #SanGorgonioPass  on Wed, Ma<e2><80><a6>",64,FALSE,FALSE,"978485412728528896",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Tue Mar 27 04:14:36 +0000 2018",NA,NA,"en",6,FALSE,"Southern California","46009474","Live your beliefs & u can turn the world around. Henry David Thoreau. Stand 4 our Flag respect our Military, pro-life, I Love God!, I<U+2019>m a mom & c-ma.",TRUE,"Wed Jun 10 02:03:11 +0000 2009",13928,2461,6415,FALSE,NA,"Cindy Gonzalez - Medical Social Worker","Pacific Time (US & Canada)","en",-25200,3604,"usc4cdg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7924","RT @imbeatriz26: Akalain mo yun magkasama pa din silang bumalik sa same restaurant na pinuntahan nila 3 years ago <ed><a0><bd><ed><b2><99> https://t.co/dN7IyAyBl1",267,FALSE,FALSE,"978485480898506753",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Tue Mar 27 04:14:52 +0000 2018",NA,NA,"tl",0,FALSE,"Malabon City","842890325383294976","I own myself.",FALSE,"Sat Mar 18 00:08:08 +0000 2017",1850,49,3539,FALSE,NA,"Angeline",NA,"en",NA,227,"angelinefordsz2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7927","RT @henrylaufp: [News] Henry opened a Taiwanese restaurant 'Xiao Zhan' in Sinsa-dong, Seoul<ed><a0><bc><ed><be><89> https://t.co/cO1bFofBqN  <e5><b0><8f><e7><ab><99>in ig https://t.co/<e2><80><a6>",150,FALSE,FALSE,"978485486153945089",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Tue Mar 27 04:14:53 +0000 2018",NA,NA,"en",1,FALSE,"Chasing the sunset","790547120","<U+7FCA><U+ADDC><U+D654>MX <ed><U+00A0><U+00BD><ed><U+00B2><U+0095> <U+1112><U+1109><U+1112><U+2661><U+1111>_<U+1111> <U+85CD><U+5BB6><ed><U+00A0><U+00BD><ed><U+00B2><U+0099> /semi hiatus/",FALSE,"Thu Aug 30 01:30:19 +0000 2012",39585,112,8,FALSE,NA,"ml","Taipei","en",28800,39,"sixsaltygrass",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://m.insight.co.kr/news/146812","https://t.co/cO1bFofBqN"
"7946","RT @RealTT2020: Everyone is soooo excited about @realErinCruz!  <e2><98><9d><ed><a0><bc><ed><bf><bb>DID YOU KNOW  #YouCanSeeHer speaking at the  #SanGorgonioPass  on Wed, Ma<e2><80><a6>",65,FALSE,FALSE,"978485572254814208",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",FALSE,"Tue Mar 27 04:15:14 +0000 2018",NA,NA,"en",6,FALSE,NA,"963598910735384576",NA,FALSE,"Wed Feb 14 02:20:57 +0000 2018",25595,472,28520,FALSE,NA,"CommonSense",NA,"en",NA,280,"Trumplo46575066",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7951","RT @WairoonThailand: <e0><b9><80><e0><b8><ae><e0><b8><99><e0><b8><a3><e0><b8><b5><e0><b9><88><e0><b8><ab><e0><b8><b8><e0><b9><89><e0><b8><99><e0><b8><81><e0><b8><b1><e0><b8><9a><e0><b9><80><e0><b8><9e><e0><b8><b7><e0><b9><88><e0><b8><ad><e0><b8><99><e0><b9><86><e0><b9><80><e0><b8><9b><e0><b8><b4><e0><b8><94><e0><b8><a3><e0><b9><89><e0><b8><b2><e0><b8><99><e0><b8><ad><e0><b8><b2><e0><b8><ab><e0><b8><b2><e0><b8><a3><e0><b9><84><e0><b8><95><e0><b9><89><e0><b8><ab><e0><b8><a7><e0><b8><b1><e0><b8><99><e0><b8><8a><e0><b8><b7><e0><b9><88><e0><b8><ad> Xiao Zhan <ef><bc><88><e5><b0><8f><e7><ab><99><ef><bc><89><e0><b9><83><e0><b8><99><e0><b8><a2><e0><b9><88><e0><b8><b2><e0><b8><99><e0><b8><81><e0><b8><b1><e0><b8><87><e0><b8><99><e0><b8><b1><e0><b8><a1> <e0><b8><96><e0><b9><89><e0><b8><b2><e0><b9><84><e0><b8><9b><e0><b9><80><e0><b8><97><e0><b8><b5><e0><b9><88><e0><b8><a2><e0><b8><a7><e0><b9><82><e0><b8><8b><e0><b8><a5><e0><b8><ad><e0><b8><a2><e0><b9><88><e0><b8><b2><e0><b8><a5><e0><b8><b7><e0><b8><a1><e0><b9><81><e0><b8><a7><e0><b8><b0><e0><b9><84><e0><b8><9b><e0><b8><8a><e0><b8><b4><e0><b8><a1><e0><b8><81><e0><b8><b1><e0><b8><99><e0><b8><99><e0><b8><b0><e0><b8><84><e0><b8><b0> <ed><a0><bd><ed><b8><8d><ed><a0><bc><ed><bd><9c><ed><a0><bc><ed><bd><bd><ed><a0><bc><ed><bd><b6> #<e0><b9><80><e0><b8><ae><e0><b8><99><e2><80><a6>",377,FALSE,FALSE,"978485607453175808",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Tue Mar 27 04:15:22 +0000 2018",NA,NA,"th",3,FALSE,NA,"822737658","<U+C288><U+D37C><U+C8FC><U+B2C8><U+C5B4> ONLY13 <U+C5D8><U+D504><U+AC00> <U+D558><U+B098><U+B9CC> <U+BABB> <U+D55C><U+AC83> <U+C288><U+C8FC><U+B97C> <U+C0AC><U+B791><U+B9D8><U+C8FC><U+B294><U+AC83> = <U+0E2A><U+0E34><U+0E48><U+0E07><U+0E40><U+0E14><U+0E35><U+0E22><U+0E27><U+0E17><U+0E35><U+0E48><U+0E40><U+0E2D><U+0E25><U+0E1F><U+0E4C><U+0E17><U+0E33><U+0E44><U+0E21><U+0E48><U+0E44><U+0E14><U+0E49><U+0E04><U+0E37><U+0E2D><U+0E40><U+0E25><U+0E34><U+0E01><U+0E23><U+0E31><U+0E01><U+0E0B><U+0E39><U+0E1B><U+0E40><U+0E1B><U+0E2D><U+0E23><U+0E4C><U+0E08><U+0E39><U+0E40><U+0E19><U+0E35><U+0E22><U+0E23><U+0E4C>
                    <ed><U+00A0><U+00BD><ed><U+00B3><U+00B8>:IG<ed><U+00A0><U+00BD><ed><U+00B1><U+0087><ed><U+00A0><U+00BD><ed><U+00B1><U+0087> <ed><U+00A0><U+00BD><ed><U+00B1><U+0087><ed><U+00A0><U+00BD><ed><U+00B1><U+0087>                  since 14 sep 2012",TRUE,"Fri Sep 14 05:35:00 +0000 2012",123516,215,1098,FALSE,"https://www.instagram.com/_gamnm_/","<U+0E41><U+0E01><U+0E49><U+0E21><U+0E19><U+0E39><U+0E49><U+0E21><U+0E21><U+0E21><U+0E21><U+0E21><U+0E19><U+0E38><U+0E48><U+0E21>(gamnm)",NA,"en",NA,438,"GamSuJu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7954","RT @imbeatriz26: Akalain mo yun magkasama pa din silang bumalik sa same restaurant na pinuntahan nila 3 years ago <ed><a0><bd><ed><b2><99> https://t.co/dN7IyAyBl1",268,FALSE,FALSE,"978485632212221954",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Tue Mar 27 04:15:28 +0000 2018",NA,NA,"tl",48,FALSE,NA,"3279080826","Fan Account",FALSE,"Tue Jul 14 03:14:09 +0000 2015",124362,428,5642,FALSE,NA,"Madeleine <ed><U+00A0><U+00BD><ed><U+00B7><U+00BC>",NA,"en",NA,111,"iamarea52",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7962","Rainy Tuesday vibes <ed><a0><bd><ed><b2><ab> #vodkatime #cassoulet #rainydayremedy @ Baltic Restaurant https://t.co/KpXLqMSOd0",0,FALSE,FALSE,"978485656149282816",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",FALSE,"Tue Mar 27 04:15:34 +0000 2018",NA,NA,"en",69,FALSE,"Waterloo / Southbank, London ","283986471","In a converted carriage works in Southwark, Baltic specialises in Eastern European delicacies & naturally infused flavoured vodkas.",TRUE,"Mon Apr 18 12:00:11 +0000 2011",1915,1257,570,FALSE,"http://www.balticrestaurant.co.uk","Baltic Restaurant","London","en",3600,792,"BalticLondon","GB","United Kingdom","city","Camberwell, London",NA,NA,51.464686,-0.0706035,51.5034914,-0.104794,"https://www.instagram.com/p/Bg0BnZyjDyy/","https://t.co/KpXLqMSOd0"
"7970","RT @RealTT2020: Everyone is soooo excited about @realErinCruz!  <e2><98><9d><ed><a0><bc><ed><bf><bb>DID YOU KNOW  #YouCanSeeHer speaking at the  #SanGorgonioPass  on Wed, Ma<e2><80><a6>",66,FALSE,FALSE,"978485695965814784",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",FALSE,"Tue Mar 27 04:15:43 +0000 2018",NA,NA,"en",13,FALSE,"pgh. pa","865271973349380096","wife, mother of 5, & grandma to 13 with more to come! Retired caregiver, love to read, enjoy roadtrips, love music, love to dance, love my 4 rescue dogs,MAGA",FALSE,"Thu May 18 18:24:49 +0000 2017",66606,1062,67663,FALSE,NA,"Lorraine Mingrino",NA,"en",NA,825,"LorraineMingri1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7973","RT @imbeatriz26: Akalain mo yun magkasama pa din silang bumalik sa same restaurant na pinuntahan nila 3 years ago <ed><a0><bd><ed><b2><99> https://t.co/dN7IyAyBl1",269,FALSE,FALSE,"978485726986698752",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Tue Mar 27 04:15:51 +0000 2018",NA,NA,"tl",28,FALSE,NA,"2953654729","---- kathryn at daniel lang ---- xxvi",TRUE,"Wed Dec 31 13:28:54 +0000 2014",49930,955,17366,FALSE,NA,"lois","Urumqi","en",21600,476,"bernardowkxth",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7976","RT @SHCJ_FRANCE: <ed><a0><bd><ed><ba><a8><ed><a0><bc><ed><bc><bb>[180326] [327 photos] 4wheeled restaurant - press conference - Mostly Minwoo, with some Hong Suk-chun &amp; Yeo Jin-goo's pi<e2><80><a6>",22,FALSE,FALSE,"978485752257445888",NA,"<a href=""http://www.tweetcaster.com"" rel=""nofollow"">TweetCaster for Android</a>",FALSE,"Tue Mar 27 04:15:57 +0000 2018",NA,NA,"en",2,FALSE,NA,"370019339","Hip-Hop Villager | SHCJ | VIP",FALSE,"Thu Sep 08 10:05:06 +0000 2011",9389,28,482,FALSE,NA,"Nevermind","Pacific Time (US & Canada)","ru",-25200,280,"HippyToDaHoppa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7984","RT @imbeatriz26: Akalain mo yun magkasama pa din silang bumalik sa same restaurant na pinuntahan nila 3 years ago <ed><a0><bd><ed><b2><99> https://t.co/dN7IyAyBl1",270,FALSE,FALSE,"978485786004799490",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",FALSE,"Tue Mar 27 04:16:05 +0000 2018",NA,NA,"tl",0,FALSE,"KATHNIEL WORLD","899277772102565889","KathNiel is Life <ed><U+00A0><U+00BD><ed><U+00B2><U+0099><ed><U+00A0><U+00BD><ed><U+00B2><U+0099><ed><U+00A0><U+00BD><ed><U+00B2><U+0099>",FALSE,"Sun Aug 20 14:31:43 +0000 2017",10642,59,9431,FALSE,NA,"Blue Hearts <ed><U+00A0><U+00BD><ed><U+00B2><U+0099>",NA,"en",NA,151,"blueheartsxxvi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7993","RT @Funkeee_Tee: When you take too long to order at a Caribbean restaurant <ed><a0><bd><ed><b8><a9> https://t.co/C7CoYMkyaV",8873,FALSE,FALSE,"978485823422287872",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Tue Mar 27 04:16:14 +0000 2018",NA,NA,"en",2,FALSE,NA,"1708836067","<U+2650><U+2650><U+2650> Westside HS  Sam Houston State University 
Resurgram- I Shall Rise Again #JaneEyre
#SHSUCSO |CSO DanceChair|",TRUE,"Thu Aug 29 02:18:53 +0000 2013",3406,164,5356,FALSE,NA,"Barrosha Boykin",NA,"en",NA,176,"BarroshaBoykin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8031","RT @imbeatriz26: Akalain mo yun magkasama pa din silang bumalik sa same restaurant na pinuntahan nila 3 years ago <ed><a0><bd><ed><b2><99> https://t.co/dN7IyAyBl1",271,FALSE,FALSE,"978486017085730818",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Tue Mar 27 04:17:00 +0000 2018",NA,NA,"tl",2,FALSE,"Philippines","4896330218","Own who you are. <ed><U+00A0><U+00BD><ed><U+00B2><U+0099>",FALSE,"Fri Feb 12 07:39:18 +0000 2016",16092,156,5176,FALSE,NA,"Jessica <ed><U+00A0><U+00BD><ed><U+00B2><U+00AB>",NA,"en",NA,937,"kbdpjess",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8062","RT @T_23_baller: Thank you for the offer but due to NCAA rules i can<e2><80><99>t accept <ed><a0><bd><ed><b8><a2>. But I<e2><80><99>ll still definitely be back soon <ed><a0><bd><ed><b8><82><ed><a0><bd><ed><b8><82><ed><a0><bd><ed><b8><82> @texasdebrazil<e2><80><a6>",51,FALSE,FALSE,"978486220803190785",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Tue Mar 27 04:17:49 +0000 2018",NA,NA,"en",22,FALSE,"charlotte, North carolina","144001110","Keep Pounding, Buzz City and Tarheel nation!! check out my other accounts @dopestcards and @Spongenfl oh and I'm a braves fan too but uhhhhh....",TRUE,"Sat May 15 01:20:31 +0000 2010",48064,393,27779,FALSE,NA,"Richard Taylor","Quito","en",-18000,851,"Famguy52",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8072","RT @OgniskoRest: Book your table for the Easter weekend! <ed><a0><bc><ed><bc><9f> Come and relax in our beautiful restaurant this long<e2><80><a6> https://t.co/qKKKdiT5S7",1,FALSE,FALSE,"978486245994172418",NA,"<a href=""https://roundteam.co"" rel=""nofollow"">RoundTeam</a>",FALSE,"Tue Mar 27 04:17:55 +0000 2018",NA,NA,"en",115,FALSE,"London","764493806959988736","The Gourmet Guide has brought together the best restaurants in the country to provide you with a list of great places to eat. Discover London's Best Restaurants",FALSE,"Sat Aug 13 16:08:21 +0000 2016",13801,2887,17,FALSE,"https://www.gourmetguide.co.uk/","GourmetGuideLondon","London","en",3600,259,"GourmetGuideLON",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.instagram.com/p/Bg0BfKMAeRY/","https://t.co/qKKKdiT5S7"
"8103","I really liked that Bubba Gump restaurant like too much! Do they just replay Forrest Gump over and over tho <ed><a0><bd><ed><b8><82>",0,FALSE,FALSE,"978486422125645824",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Tue Mar 27 04:18:37 +0000 2018",NA,NA,"en",56,FALSE,"On The Nightrain ","119294653","I<U+2019>m a girl that loves my island, I<U+2019>m a girl that loves the sea... #Saints #GNR #Celtics #BossLady",TRUE,"Wed Mar 03 06:30:04 +0000 2010",45234,1564,2099,FALSE,"http://www.facebook.com/xotaylahjohnson","Taylor","Central Time (US & Canada)","en",-18000,1309,"x0taylormarie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8124","Yessssss Lauren<ed><a0><bd><ed><b4><a5><ed><a0><bd><ed><b4><a5> https://t.co/u66SZ8hQqQ",0,FALSE,FALSE,"978486536797937665",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",FALSE,"Tue Mar 27 04:19:04 +0000 2018",NA,NA,"en",45,FALSE,"up & down the east coast","883060700","Soul Bliss Apothecary <U+2022> plant-based <U+2022> herbalist <U+2022> http://instagram.com/lovesoulbliss <U+2022> for inquiries + consultations lovesoulbliss@gmail.com",TRUE,"Mon Oct 15 20:26:49 +0000 2012",223040,1012,2953,FALSE,"http://lovesoulbliss.etsy.com","<ed><U+00A0><U+00BD><ed><U+00B2><U+009A>bliss","Beijing","en",28800,193,"brownsugarbaeee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://twitter.com/posttragic/status/978322430396633088","https://t.co/u66SZ8hQqQ"
"8128","@ItsMeBillieLee I love calling SUR restaurant and getting Hi, this is Billie <ed><a0><bd><ed><b8><98><ed><a0><bd><ed><b8><98> haha made my night",0,FALSE,FALSE,"978486563477827584","ItsMeBillieLee","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Tue Mar 27 04:19:10 +0000 2018",NA,"38253022","en",0,FALSE,NA,"2467910729","27. wine drinker. hound dog owner. taken by my canadian charming. still dancing in front of the mirror. shower singing is my favorite. mornings are not my thing",FALSE,"Mon Apr 07 18:37:40 +0000 2014",59,122,6,FALSE,NA,"Sammiee",NA,"en",NA,678,"sammiee44",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8130","RT @chad2turnt: When White Folk go to an Authentic Mexican restaurant for the first time <ed><a0><bd><ed><b8><82> https://t.co/8h21tKW6v9",38,FALSE,FALSE,"978486571400822785",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Tue Mar 27 04:19:12 +0000 2018",NA,NA,"en",4,FALSE,"United States","756407495632060416","just a ali wit a twitter",TRUE,"Fri Jul 22 08:36:15 +0000 2016",21839,99,18494,FALSE,NA,"ali <ed><U+00A0><U+00BD><ed><U+00B9><U+0085><ed><U+00A0><U+00BC><ed><U+00BF><U+00BD><U+200D><U+2642><U+FE0F>",NA,"en",NA,114,"immaliii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8134","I botch restaurant so bad sometimes autocorrect doesn<e2><80><99>t even help <ed><a0><bd><ed><b8><ad> https://t.co/LbzI6oZvzu",0,FALSE,FALSE,"978486594050109440",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Tue Mar 27 04:19:18 +0000 2018",NA,NA,"en",17,FALSE,"phenix city","176544767","fucking up my chakras again <ed><U+00A0><U+00BE><ed><U+00B7><U+0098><ed><U+00A0><U+00BC><ed><U+00BF><U+00BD><U+200D><U+2640><U+FE0F> <U+2022> SocioMajor // #columbusnotclayton <U+2022> #LLDee #LLDes <ed><U+00A0><U+00BD><ed><U+00B1><U+00BC><ed><U+00A0><U+00BC><ed><U+00BF><U+00BD> <U+2022>",TRUE,"Mon Aug 09 20:42:37 +0000 2010",137291,3535,7967,FALSE,NA,"bug <ed><U+00A0><U+00BC><ed><U+00BC><U+00B8>","Eastern Time (US & Canada)","en",-14400,932,"jadaslane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://twitter.com/stopflexin/status/978468128287023104","https://t.co/LbzI6oZvzu"
"8145","RT @OgniskoRest: Book your table for the Easter weekend! <ed><a0><bc><ed><bc><9f> Come and relax in our beautiful restaurant this long<e2><80><a6> https://t.co/qKKKdiT5S7",2,FALSE,FALSE,"978486669316907009",NA,"<a href=""https://roundteam.co"" rel=""nofollow"">RoundTeam</a>",FALSE,"Tue Mar 27 04:19:36 +0000 2018",NA,NA,"en",113,FALSE,"England, United Kingdom","4920075460","Launched in August 2016, the Gourmet Guide in association with @Greggwallace is the new, free guide to all of the best restaurants in the uk",FALSE,"Tue Feb 16 16:43:48 +0000 2016",15224,367,3,FALSE,"http://www.gourmetguide.co.uk","Gourmet Guide","London","en-gb",3600,106,"gourmetguideuk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.instagram.com/p/Bg0BfKMAeRY/","https://t.co/qKKKdiT5S7"
"8173","RT @imbeatriz26: Akalain mo yun magkasama pa din silang bumalik sa same restaurant na pinuntahan nila 3 years ago <ed><a0><bd><ed><b2><99> https://t.co/dN7IyAyBl1",273,FALSE,FALSE,"978486792876843009",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",FALSE,"Tue Mar 27 04:20:05 +0000 2018",NA,NA,"tl",68,FALSE,"philippines","2587619203","Listen before you talk, Understand before you judge.",FALSE,"Wed Jun 25 14:14:25 +0000 2014",109238,190,40422,FALSE,NA,"Cathy",NA,"en",NA,173,"kyzceil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8174","RT @imbeatriz26: Akalain mo yun magkasama pa din silang bumalik sa same restaurant na pinuntahan nila 3 years ago <ed><a0><bd><ed><b2><99> https://t.co/dN7IyAyBl1",274,FALSE,FALSE,"978486803119222790",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Tue Mar 27 04:20:07 +0000 2018",NA,NA,"tl",0,FALSE,"San Jose, Nueva Ecija","968127107615285251","Aco ung taong maraming pangarap na gusto kung maabot para sa family co..",FALSE,"Mon Feb 26 14:14:24 +0000 2018",4410,41,4198,FALSE,NA,"Mary-anne Bacay",NA,"en",NA,1025,"MaryanneBacay4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8214","Still a gem <ed><a0><bd><ed><b2><8e><ed><a0><bd><ed><b2><8e><ed><a0><bd><ed><b2><8e> https://t.co/TKsFh5V53K",0,FALSE,FALSE,"978487021667667968",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Tue Mar 27 04:21:00 +0000 2018",NA,NA,"en",18,FALSE,"Long Beach, CA","177792516","Creator of Rise LB. Shoes, #LakerGANG. Follow our Twitter @RiseLBC #NvrStagnant Book RiseLBC @ riselongbeach@gmail.com",TRUE,"Fri Aug 13 02:20:11 +0000 2010",198691,2336,36652,FALSE,"https://www.riselongbeach.com","RiseLBC <ed><U+00A0><U+00BC><ed><U+00BC><U+008A><ed><U+00A0><U+00BC><ed><U+00BC><U+00B4>","Alaska","en",-28800,1671,"RJbergerHOOPS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://twitter.com/dezziegee/status/937827171627810818","https://t.co/TKsFh5V53K"
"8233","RT @imbeatriz26: Akalain mo yun magkasama pa din silang bumalik sa same restaurant na pinuntahan nila 3 years ago <ed><a0><bd><ed><b2><99> https://t.co/dN7IyAyBl1",275,FALSE,FALSE,"978487149916925952",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Tue Mar 27 04:21:30 +0000 2018",NA,NA,"tl",0,FALSE,NA,"885769451982864384","A kathniel fan don't ask why",FALSE,"Fri Jul 14 07:54:28 +0000 2017",22221,63,12576,FALSE,NA,"teamokathniel",NA,"en",NA,399,"espedido_c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8238","RT @imbeatriz26: Akalain mo yun magkasama pa din silang bumalik sa same restaurant na pinuntahan nila 3 years ago <ed><a0><bd><ed><b2><99> https://t.co/dN7IyAyBl1",276,FALSE,FALSE,"978487166174138368",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Tue Mar 27 04:21:34 +0000 2018",NA,NA,"tl",42,FALSE,NA,"495634321","i love @bernardokath @imdanielpadilla LAMPAKE SA IBA",TRUE,"Sat Feb 18 05:04:07 +0000 2012",131920,277,13347,FALSE,NA,"<ed><U+00A0><U+00BD><ed><U+00B2><U+0099>J<ed><U+00A0><U+00BD><ed><U+00B2><U+0099>","Arizona","en",-25200,353,"lovelyCHANDRIAF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8240","RT @RealTT2020: Everyone is soooo excited about @realErinCruz!  <e2><98><9d><ed><a0><bc><ed><bf><bb>DID YOU KNOW  #YouCanSeeHer speaking at the  #SanGorgonioPass  on Wed, Ma<e2><80><a6>",67,FALSE,FALSE,"978487169152176129",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Tue Mar 27 04:21:35 +0000 2018",NA,NA,"en",10,FALSE,"Arkansas, USA","860757583493120000","#Christian #MAGA #TrumpTrain  #Trump2020 #BlueLivesMatter #DefundPP
Proudly followed by @KimDotcom &  @GenFlynn
Dm me to get to know me better, I will unfollow!",FALSE,"Sat May 06 07:26:14 +0000 2017",77497,9071,78636,FALSE,NA,"Rhonda Stroud",NA,"en",NA,9627,"RhondaStroud10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8249","I plan to go to a restaurant or store and not look at the price &amp; he like <ed><a0><bd><ed><b8><ac><ed><a0><bd><ed><b8><ac>. However I'm a forever be frugal lol.",0,FALSE,FALSE,"978487211602661376",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Tue Mar 27 04:21:45 +0000 2018",NA,NA,"en",1,FALSE,"Georgia, USA","837078337424093184","I HAVE GOALS TO REACH",FALSE,"Wed Mar 01 23:13:22 +0000 2017",4244,125,960,FALSE,NA,"Shuntee.",NA,"en",NA,326,"Shuntee_",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8265","RT @chad2turnt: When White Folk go to an Authentic Mexican restaurant for the first time <ed><a0><bd><ed><b8><82> https://t.co/8h21tKW6v9",38,FALSE,FALSE,"978487296545628160",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Tue Mar 27 04:22:05 +0000 2018",NA,NA,"en",1,FALSE,"<ed><U+00A0><U+00BC><ed><U+00BD><U+008A>C","3327076214","working on dying",TRUE,"Sun Aug 23 19:23:17 +0000 2015",1275,136,2439,FALSE,NA,"Matt","Pacific Time (US & Canada)","en",-25200,131,"matt__hale",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8267","We will definitely go to China Tang this time. <ed><a0><bd><ed><b8><8a><ed><a0><bd><ed><b8><8a> https://t.co/hadkmMvuP5",0,FALSE,FALSE,"978487304955179010",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Tue Mar 27 04:22:07 +0000 2018",NA,NA,"en",2,FALSE,"Taiwan","732376167139794944",NA,FALSE,"Tue May 17 01:04:19 +0000 2016",4774,90,6062,FALSE,NA,"sweetsoton",NA,"zh-tw",NA,389,"sweetsoton",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://twitter.com/sweetsoton/status/954548559386353665","https://t.co/hadkmMvuP5"
